metric,modal,n,mean_base,mean_var,delta,cliffs_delta,effect,wilcoxon_stat,p_value,p_adj_holm,verdict
QM,SPECT,24,0.16776686534250376,0.013027133808160762,-0.154739731534343,-0.9930555555555556,large,1.0,0.9999999403953552,1.0,NS
QC,SPECT,24,0.6507299092464892,0.6325134048414125,-0.018216504405076717,-0.09722222222222222,trivial,1.0,0.9999999403953552,1.0,NS
QS,SPECT,24,0.551933833949276,0.5394374541676256,-0.012496379781650413,-0.0625,trivial,13.0,0.9999958276748657,1.0,NS
QCB,SPECT,24,0.8802187917105826,0.8802286864708907,9.894760308104544e-06,-0.003472222222222222,trivial,144.0,0.5723321437835693,1.0,NS
QCV,SPECT,24,33.54733910360178,46.86425246092696,13.316913357325184,-0.6666666666666666,large,5.0,0.9999995827674866,1.0,NS
QY,SPECT,24,0.9853823944533534,0.9619794244941029,-0.023402969959250508,-0.7951388888888888,large,0.0,1.0,1.0,NS
QMI,SPECT,24,1.0219510813028647,1.0196896819423897,-0.0022613993604749805,-0.024305555555555556,trivial,121.0,0.7969439625740051,1.0,NS
QSF,SPECT,24,0.030636019557062633,0.20145786318511125,0.17082184362804861,0.9756944444444444,large,299.0,1.1920928955078125e-07,2.86102294921875e-06,SIG
QNCIE,SPECT,24,0.8145233357874577,0.8141538522530136,-0.00036948353444410387,-0.08680555555555555,trivial,33.0,0.9998388290405273,1.0,NS
QTE,SPECT,24,-10.807423574080715,-11.470522140204757,-0.6630985661240416,-0.04861111111111111,trivial,113.0,0.8551664352416992,1.0,NS
EN,ALL,72,5.102242297298831,5.040256328590975,-0.06198596870785611,-0.052083333333333336,trivial,201.0,0.9999999997892018,1.0,NS
VAR,ALL,72,76.8644674639891,64.3309245232984,-12.533542940690694,-0.5235339506172839,large,0.0,0.9999999999999171,1.0,NS
AG,ALL,72,9.091800638586925,8.122244754510652,-0.9695558840762732,-0.21180555555555555,small,10.0,0.9999999999998738,1.0,NS
SF,ALL,72,31.35486982255051,29.062188867851887,-2.2926809546986213,-0.16705246913580246,small,298.0,0.9999999940614366,1.0,NS
EI,ALL,72,92.14737509498337,81.9813330964999,-10.166041998483479,-0.2183641975308642,small,7.0,0.9999999999998888,1.0,NS
