metric,modal,n,mean_base,mean_var,delta,cliffs_delta,effect,wilcoxon_stat,p_value,p_adj_holm,verdict
NABF,ALL,72,0.02359241252461948,0.014299002363092901,-0.009293410161526579,0.5289351851851852,large,2115.0,3.4790453424885047e-06,7.30599521922586e-05,SIG
FMI,ALL,72,0.6499785485551312,0.6371055055012397,-0.012873043053891475,-0.11921296296296297,trivial,27.0,0.9999999999997443,1.0,NS
CE,ALL,72,1.2993624954811098,1.2965102480258688,-0.0028522474552410415,0.025848765432098766,trivial,1485.0,0.16862838879106223,1.0,NS
SSIM,ALL,72,1.4386545637337853,1.4206018842520374,-0.018052679481747935,-0.08603395061728394,trivial,36.0,0.9999999999996297,1.0,NS
PSNR,ALL,72,56.22291687600365,56.46412094616028,0.24120407015662693,0.23804012345679013,small,2512.0,8.912721781845601e-12,2.1390532276429443e-10,SIG
RMSE,ALL,72,0.16335570161948498,0.15371377942094577,-0.00964192219853921,0.23804012345679013,small,2534.0,3.790122382565194e-12,9.475305956412985e-11,SIG
QG,ALL,72,0.7023188804616038,0.6845371791734409,-0.01778170128816292,-0.1558641975308642,small,15.0,0.9999999999998446,1.0,NS
QM,ALL,72,0.08352378105004216,0.010124905002562076,-0.07339887604748008,-0.6373456790123457,large,25.0,0.9999999999997646,1.0,NS
QC,ALL,72,0.5950739214965198,0.5798041994717753,-0.015269722024744525,-0.06674382716049383,trivial,306.0,0.9999999922793652,1.0,NS
QS,ALL,72,0.5200340743764367,0.5053901212901241,-0.014643953086312611,-0.0798611111111111,trivial,372.0,0.9999999375635297,1.0,NS
QCB,ALL,72,0.8576589453078204,0.8572750594371037,-0.00038388587071669367,0.0015432098765432098,trivial,1538.0,0.1043733161676002,1.0,NS
QCV,ALL,72,221.70871800982744,261.2713811990386,39.56266318921118,-0.22299382716049382,small,18.0,0.9999999999998239,1.0,NS
QY,ALL,72,0.9558909721828504,0.9385733174307256,-0.017317654752124767,-0.30362654320987653,small,6.0,0.9999999999998933,1.0,NS
QMI,ALL,72,0.8548408855191901,0.8067021263778883,-0.048138759141301835,-0.21412037037037038,small,280.0,0.9999999967331561,1.0,NS
QSF,ALL,72,0.03829393432967143,0.10618108771266153,0.0678871533829901,0.5420524691358025,large,2309.0,1.1777137941397415e-08,2.7087417265214055e-07,SIG
QNCIE,ALL,72,0.8107682471695651,0.8095532120641957,-0.0012150351053693553,-0.15162037037037038,small,231.0,0.9999999993895098,1.0,NS
QTE,ALL,72,-8.22761128188106,-8.335523082990782,-0.1079118011097222,-0.02816358024691358,trivial,887.0,0.9917168202970271,1.0,NS
